X,Y,NAME,LAYER,THEME,IMAGE_,ADDRESS,PHONE,VOUCHERS,PRIORITY_LEVEL,DESCRIPTION,EMAIL_PHONE,DAY,SEASONOPEN,SEASONCLOSE,WEB_URL,WEB_URL2,STEWARD,SOURCE,LAST_UPDAT,OBJECTID,XCOORD,YCOORD,MAR_ID,SE_ANNO_CAD_DATA,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,LATITUDE,LONGITUDE
-76.9974999317408,38.923907596754,Arcadia's Mobile Market at Edgewood Commons,Farmers Market,Local Business & Food,,601 Edgewood St NE,,"Accepts SNAP, WIC and senior farmers market nutrition program; matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Friday,May,November,http://arcadiafood.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,14,400216.99,139558.38,289571,,FarmersMarketPt_22,{DFE82198-5DF7-42DE-93B0-7D5227A79C57},,,DCGIS,2018/01/03 16:47:52+00,38.92390014,-76.99749766
-77.0422948523335,38.922378193063,Adams Morgan Farmers' Market,Farmers Market,Local Business & Food,,2475 18th St NW,301-587-2248,"Accepts SNAP, WIC and EBT; distributes Produce Plus checks.",,Locally grown fresh fruits and vegetables. May-Dec. Saturday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Saturday,June,December,http://lickingcreekbendfarm.com/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,15,396332.53,139389.45,284397,,FarmersMarketPt_23,{07D06A4E-9A70-4FCE-9FD6-7C8EA78D4749},,,DCGIS,2018/01/03 16:47:52+00,38.92237074,-77.04229257
-76.9948164107172,38.921038447677,Rhode Island Row Farmers' Market,Farmers Market,Local Business & Food,,2350 Washington Pl NE,,"Accepts SNAP, WIC, and senior farmers market nutrition program benefits; doubles SNAP, WIC, and senior farmers market nutrition program benefits up to $10; distributes Produce Plus",,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,May,October,http://community-foodworks.org/farmers-markets,,Jen,http://www.dcfoodfinder.org/,Fall 2017,16,400449.71,139239.89,306519,,FarmersMarketPt_24,{1724C473-CE01-4791-976B-98828DA6D9A7},,,DCGIS,2018/01/03 16:47:52+00,38.92103099,-76.99481413
-77.0159779122894,38.9176252501544,Arcadia's Mobile Market and Common Good City Farm's Market at LeDroit Park,Farmers Market,Local Business & Food,,300 Elm St NW,,"Accepts SNAP, WIC and senior farmers market nutrition program; matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Wednesday,May,,http://arcadiafood.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,17,398614.554500006,138861.104700003,,,FarmersMarketPt_25,{FCAD1DB1-90EA-4175-A70D-0492CC1CC6F1},,,DCGIS,2018/01/03 16:49:14+00,38.91761746,-77.01597562
-77.0959621251688,38.9174414084109,Palisades Farmers Market,Farmers Market,Local Business & Food,,4865 MacArthur Blvd NW,202-744-7077,"Accepts SNAP, WIC, senior farmers market nutrition program and Produce Plus benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers.",1,,jennifer.guillaume@dc.gov _ 535-2252,Sunday,YearRound,YearRound,http://palisadesfarmersmarket.com/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,18,391678.11,138844.95,285004,,FarmersMarketPt_26,{DB17B921-9589-47CC-86E9-93DEBA54E279},,,DCGIS,2018/01/03 16:47:52+00,38.91743395,-77.09595982
-77.0324058130055,38.91745181656,14th & U Farmers' Market,Farmers Market,Local Business & Food,,2000 14th St NW,,"Accepts SNAP, WIC, senior farmers market nutrition program and FVRx benefits; Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks. Bonus and Produce Plus begins June 4th.",,Locally grown fresh fruits and vegetables. April-Oct. Wednesday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Saturday,May,November,http://marketsandmore.net/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,19,397189.88,138842.23,239976,,FarmersMarketPt_27,{C9FBF49E-FCAF-403E-AE6D-FB12DE8C827D},,,DCGIS,2018/01/03 16:47:52+00,38.91744436,-77.03240353
-77.0686161905959,38.9155164871839,Glover Park-Burleith Farmers' Market,Farmers Market,Local Business & Food,,1819 35th St NW,,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; matches SNAP, WIC and senior farmers market nutrition program benefits up to $10; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,May,November,http://community-foodworks.org/farmers-markets,,Jen,http://www.dcfoodfinder.org/,Fall 2017,20,394049.46,138629.13,274432,,FarmersMarketPt_28,{54C6DB34-106D-4827-A324-702594212923},,,DCGIS,2018/01/03 16:47:52+00,38.91550903,-77.0686139
-76.9374752554905,38.9130680180128,Quarles St Farmers' Market/Kenilworth Farm Stand,Farmers Market,Local Business & Food,,4400 Quarles St NE,,,,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,June,September,http://www.community-foodworks.org/farmers-market*,,Jen,http://www.dcfoodfinder.org/,Fall 2017,21,405422.84,138356.95,22522,,FarmersMarketPt_29,{A5DCE0F0-EF53-4231-B5D7-24355D624993},,,DCGIS,2018/01/03 16:47:52+00,38.91306056,-76.937473
-77.0123671025618,38.9127629435879,Bloomingdale Farmers' Market,Farmers Market,Local Business & Food,,1700 1st St NW,,"Accepts SNAP, WIC, senior farmers market nutrition program and FVRx benefits; Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks. Bonus and Produce Plus begin June 4th.",1,Locally grown fresh fruits and vegetables. May-November. Sunday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Sunday,May,November,http://marketsandmore.net/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,22,398927.62,138321.3,218404,,FarmersMarketPt_30,{1236668B-76EE-42A9-BF75-21EC9CFE1656},,,DCGIS,2018/01/03 16:47:52+00,38.91275549,-77.01236481
-77.0249632399953,38.9121669212613,Shaw Farmers Market,Farmers Market,Local Business & Food,,925 Rhode Island Ave NW,,"Accepts SNAP, WIC, and senior farmers market nutrition program benefits; doubles SNAP, WIC, and senior farmers market nutrition program benefits up to $10; distributes Produce Plus",,,jennifer.guillaume@dc.gov _ 535-2252,Sunday,May,October,http://community-foodworks.org/farmers-markets,,Jen,http://www.dcfoodfinder.org/,Fall 2017,23,397835.16,138255.36,294503,,FarmersMarketPt_31,{6117E1E0-F0EB-4BBE-986E-BFF00CB1A66C},,,DCGIS,2018/01/03 16:47:52+00,38.91215947,-77.02496095
-77.0451901715755,38.9109380563368,Dupont Circle FRESHFARM Market,Farmers Market,Local Business & Food,farmsmkt_dupontcircle.jpg,1500 20th St NW,<Null>,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",1,Locally grown fresh fruits and vegetables. Year-round. Sunday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Sunday,YearRound,,http://freshfarm.org/index.html,http://www.freshfarmmarket.org/,Jen,http://www.dcfoodfinder.org/,Fall 2017,24,396080.830000013,138119.620000005,,,FarmersMarketPt_32,{89EF5E23-460A-4E4C-9EBE-147D32F6C7AB},,,DCGIS,2018/01/03 16:49:15+00,38.91093027,-77.04518787
-77.0548912859027,38.9087481163516,Rose Park Farmers' Market,Farmers Market,Local Business & Food,,1404 26th St NW,202-333-4946,"Accepts SNAP, WIC and senior farmers market nutrition program benefits.",,Locally grown fresh fruits and vegetables. April-Oct. Wednesday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Wednesday,May,October,https://www.roseparkdc.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,25,395239.3,137876.98,274894,,FarmersMarketPt_33,{20906B12-7173-4DA3-AA98-600FAC0F01E8},,,DCGIS,2018/01/03 16:47:52+00,38.90874066,-77.054889
-76.932157842564,38.9084524186282,Arcadia's Mobile Market at Deanwood Recreation Center,Farmers Market,Local Business & Food,,1350 49th St. NE,,"Accepts SNAP, WIC and senior farmers market nutrition program; matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Friday,May,November,http://arcadiafood.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,26,405884.39,137844.91,307551,,FarmersMarketPt_34,{D692D5BD-2250-4C84-8AC8-8EC29FC9D056},,,DCGIS,2018/01/03 16:47:52+00,38.90844496,-76.93215558
-77.0712586094446,38.9078267343858,Georgetown University Farmers' Market,Farmers Market,Local Business & Food,,3623 O St NW,,,,,jennifer.guillaume@dc.gov _ 535-2252,Wednesday,"March, September","May, November",http://gufarmersmarket.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,27,393819.63,137775.68,272542,,FarmersMarketPt_35,{8CDB252D-6524-437D-950E-0548E903CCDA},,,DCGIS,2018/01/03 16:47:52+00,38.90781928,-77.07125632
-76.9516811901184,38.906065091609,Paradise Farmers' Market,Farmers Market,Local Business & Food,,3598 Hayes St NE,,,,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,June,September,,,Jen,http://www.dcfoodfinder.org/,Fall 2017,28,404191.2,137578.82,295261,,FarmersMarketPt_36,{44E5E40C-0108-4F2F-9C8D-591BB980E16D},,,DCGIS,2018/01/03 16:47:52+00,38.90605763,-76.95167893
-76.9509730438664,38.9059325540033,Parkside Farm Stand,Farmers Market,Local Business & Food,,3517 Jay St NE,,"Accepts SNAP, WIC and senior farmers market nutrition program; unlimited matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,June,September,,,Jen,http://www.dcfoodfinder.org/,Fall 2017,29,404252.63,137564.14,295237,,FarmersMarketPt_37,{A9F8D483-DFBE-4B56-93FB-AE54105F06C9},,,DCGIS,2018/01/03 16:47:52+00,38.9059251,-76.95097079
-77.0381554361841,38.9051971130515,Orchard Country Produce Farm Stand at National Geographic,Farmers Market,Local Business & Food,,1145 17th St NW,,,,,jennifer.guillaume@dc.gov _ 535-2252,Tuesday,May,December,http://orchardcountryproduce.com/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,30,396690.69,137482.05,290192,,FarmersMarketPt_38,{11250861-923E-4D02-B281-C3B1789F1FFD},,,DCGIS,2018/01/03 16:47:52+00,38.90518966,-77.03815314
-77.0629659424297,38.9037948549413,Georgetown FRESHFARM Market,Farmers Market,Local Business & Food,,1044 Wisconsin Ave NW,,,,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,July,November,http://freshfarm.org/georgetown.html,,Jen,http://www.dcfoodfinder.org/,Fall 2017,31,394538.58,137327.58,278800,,FarmersMarketPt_39,{F5F35FBE-B2C5-4516-BA83-565C0FA3BBDF},,,DCGIS,2018/01/03 16:47:52+00,38.9037874,-77.06296365
-77.0266946769626,38.9015667739401,CityCenterDC FreshFarm Market,Farmers Market,Local Business & Food,,1098 New York Ave NW,,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Tuesday,May,,http://freshfarm.org/index.html,,Jen,http://www.dcfoodfinder.org/,Fall 2017,32,397684.649999999,137078.700000003,,,FarmersMarketPt_40,{61320039-94F8-43E0-A77D-25FC53898070},,,DCGIS,2018/01/03 16:49:15+00,38.90155899,-77.02669239
-77.049468795218,38.9014182789902,Foggy Bottom FRESHFARM Market,Farmers Market,Local Business & Food,farmsmkt_foggybottom.jpg,901 23rd St NW,<Null>,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",,Locally grown fresh fruits and vegetables. April-Nov. Wednesday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Wednesday,April,November,http://freshfarm.org/index.html,http://www.freshfarmmarket.org/,Jen,http://www.dcfoodfinder.org/,Fall 2017,33,395709.17,137063.04,242383,,FarmersMarketPt_41,{3CA04EF2-F695-49F4-85AE-79997C3BB246},,,DCGIS,2018/01/03 16:47:52+00,38.90141083,-77.0494665
-77.018810716987,38.9012617821262,Mount Vernon Triangle FreshFarm Market,Farmers Market,Local Business & Food,,499 I St NW,,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,May,,http://freshfarmmarkets.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,34,398368.512500003,137044.672500003,,,FarmersMarketPt_42,{3DB26430-4621-497A-8B2A-8DEC9A5848AB},,,DCGIS,2018/01/03 16:49:15+00,38.901254,-77.01880843
-77.0352299654147,38.9008304205192,White House FreshFarm Market,Farmers Market,Local Business & Food,,810 VERMONT AVENUE NW,,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Thursday,April,November,http://freshfarm.org/index.html,,Jen,http://www.dcfoodfinder.org/,Fall 2017,35,396944.25,136997.21,279954,,FarmersMarketPt_43,{8EAD0C3A-4F2C-448A-8BEA-1D3363BF3F36},,,DCGIS,2018/01/03 16:47:52+00,38.90082297,-77.03522768
-76.9468906133041,38.9007641169113,Arcadia's Mobile Market at Parkside Unity Clinic/Circle 7 Express,Farmers Market,Local Business & Food,,740 Kenilworth Terrace NE,,"Accepts SNAP, WIC and senior farmers market nutrition program; matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Tuesday,May,November,http://arcadiafood.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,36,404607.06,136990.6,288937,,FarmersMarketPt_44,{0BC93CF0-EF8F-4867-A64E-DD5DA987E751},,,DCGIS,2018/01/03 16:47:52+00,38.90075666,-76.94688836
-76.9489859276045,38.900737566118,Kenilworth-Parkside Farmers' Market,Farmers Market,Local Business & Food,,750 Parkside Pl NE,,"Accepts SNAP, WIC and senior farmers market nutrition program; unlimited matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Saturday,June,,http://community-foodworks.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,37,404425.308899991,136987.548900008,,,FarmersMarketPt_45,{B31DAABA-5CA8-4B41-8968-93C131291357},,,DCGIS,2018/01/03 16:49:15+00,38.90072978,-76.94898366
-76.9884406624678,38.9003193788422,H Street FreshFarm Market,Farmers Market,Local Business & Food,farmsmkt_hstreet.jpg,800 13th St NE,<Null>,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",1,Locally grown fresh fruits and vegetables. May-October. Saturday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Saturday,April,,http://freshfarmmarkets.org/,http://www.freshfarmmarket.org/,Jen,http://www.dcfoodfinder.org/,Fall 2017,38,401002.894800007,136939.954200003,,,FarmersMarketPt_46,{07288D94-8DEF-4E9C-A57A-A5E07E4F860C},,,DCGIS,2018/01/03 16:49:15+00,38.90031159,-76.98843838
-77.0201916787645,38.9002361931034,Arcadia’s Mobile Market at Wah Luck House Chinatown,Farmers Market,Local Business & Food,,800 6th St NW,,"Accepts SNAP, WIC and senior farmers market nutrition program; matching program for voucher customers; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Wednesday,May,October,http://arcadiafood.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,39,398248.7,136930.85,279939,,FarmersMarketPt_47,{7113B510-E596-4B14-9F02-5ED872F6F510},,,DCGIS,2018/01/03 16:47:52+00,38.90022874,-77.02018939
-77.0230396544965,38.8975075736317,Penn Quarter FRESHFARM Market,Farmers Market,Local Business & Food,farmsmkt_pennquarter.jpg,801 F St NW,<Null>,"Accepts SNAP, WIC and senior farmers market nutrition program benefits; $15 Matching dollars program for SNAP, WIC and senior farmers market nutrition program customers; distributes Produce Plus checks.",,Locally grown fresh fruits and vegetables. April-Dec. Thurs. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Thursday,April,December,http://freshfarm.org/index.html,http://www.freshfarmmarket.org/,Jen,http://www.dcfoodfinder.org/,Fall 2017,40,398001.58,136628.01,301060,,FarmersMarketPt_48,{1CFCDE87-0B74-47F9-B3F4-C7A1A4634C49},,,DCGIS,2018/01/03 16:47:52+00,38.89750012,-77.02303736
-76.9701645800473,38.8974128901225,D.C. Open-Air Farmers' Market at RFK Stadium,Farmers Market,Local Business & Food,farmsmkt_RFKstadium.jpg,2651 Benning Rd NE,301-325-3762,Distributes Produce Plus checks.,,Locally grown fresh fruits and vegetables. Summer. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,"Thursday, Saturday",YearRound,YearRound,,,Jen,http://www.dcfoodfinder.org/,Fall 2017,41,402588.33,136617.67,300608,,FarmersMarketPt_49,{768A8707-7C4C-4F70-8423-360669746B2D},,,DCGIS,2018/01/03 16:47:52+00,38.89740544,-76.97016232
-76.9257723655026,38.8973072688417,Riverside Center Market,Farmers Market,Local Business & Food,farmsmkt_riverside.jpg,601 Division Ave NE,<Null>,"Accepts SNAP, WIC and senior farmers market nutrition program benefits.",1,Locally grown fresh fruits and vegetables. Friday. WIC and Senior Nutrition coupons accepted.,jennifer.guillaume@dc.gov _ 535-2252,Saturday,,,http://www.dcurbangreens.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,42,406439.23,136608.14,5742,,FarmersMarketPt_50,{669ACA04-BB70-44B5-8200-3BFE697A961B},,,DCGIS,2018/01/03 16:47:52+00,38.89729981,-76.92577012
-77.0302141600362,38.8949473818548,Capital Harvest on the Plaza,Farmers Market,Local Business & Food,,1300 Pennsylvania Ave NW,,Accepts WIC benefits.,,,jennifer.guillaume@dc.gov _ 535-2252,Friday,May,November,http://capitalharvestdc.com/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,43,397379.12,136343.99,293198,,FarmersMarketPt_51,{B4E4F3CF-DD27-4ED8-80B4-4DBB1186D659},,,DCGIS,2018/01/03 16:47:52+00,38.89493993,-77.03021187
-76.951308433689,38.8939309440887,Minnesota Avenue - Benning Road Farmers' Market,Farmers Market,Local Business & Food,,3924 Minnesota Ave NE,,"Accepts SNAP, WIC, senior farmers market nutrition program and FVRx benefits; distributes Produce Plus checks.",,,jennifer.guillaume@dc.gov _ 535-2252,Thursday,June,October,http://dreamingoutloud.org/,,Jen,http://www.dcfoodfinder.org/,Fall 2017,44,404224.25,136231.85,288039,,FarmersMarketPt_52,{21876FC1-2935-45D1-823D-C642A78BA108},,,DCGIS,2018/01/03 16:47:52+00,38.89392349,-76.95130618
-76.9325574419462,38.89004369795,East Capitol Community Market,Farmers Market,Local Business & Food,,4900 East Capitol St NE,,"Accepts SNAP, WIC, senior farmers market nutrition program and FVRx benefits; distributes Produce Plus checks",,,jennifer.guillaume@dc.gov _ 535-2252,Wednesday,June,September,http://dreamingoutloud.org/programs/community-mar*,,Jen,http://www.dcfoodfinder.org/,Fall 2017,45,405851.24,135801.37,16521,,FarmersMarketPt_53,{B8F64388-9B13-4D93-AAFE-4C659F6257C1},,,DCGIS,2018/01/03 16:47:52+00,38.89003624,-76.93255519
